Name,Mean index value,Index value SD,CV,index_id,measurement_id,altitude_id,annotation_method_id,variety_id,plot_id
ENRO3duzykwadrat,0.5847,0.12137,0.207576535,OSAVI,11,30,bounded,enrosadira,three
ENRO3malykwadrat,0.66018,0.03764,0.057014754,OSAVI,11,30,edges,enrosadira,three
ENRO4duzykwadrat,0.59281,0.10626,0.179247988,OSAVI,11,30,bounded,enrosadira,four
ENRO4malykwadrat,0.66113,0.03172,0.047978461,OSAVI,11,30,edges,enrosadira,four
ENRO5duzykwadrat,0.62104,0.09622,0.15493366,OSAVI,11,30,bounded,enrosadira,five
ENRO5malykwadrat,0.6707,0.02965,0.044207544,OSAVI,11,30,edges,enrosadira,five
POLO2duzykwadrat,0.58084,0.1119,0.192652021,OSAVI,11,30,bounded,polonez,two
POLO2malykwadrat,0.61265,0.0769,0.125520281,OSAVI,11,30,edges,polonez,two
POLO3duzykwadrat,0.60209,0.08874,0.147386603,OSAVI,11,30,bounded,polonez,three
POLO3malykwadrat,0.64197,0.05059,0.078804305,OSAVI,11,30,edges,polonez,three
POLO4duzykwadrat,0.60204,0.09464,0.157198857,OSAVI,11,30,bounded,polonez,four
POLO4malykwadrat,0.64888,0.04462,0.068764641,OSAVI,11,30,edges,polonez,four
POLO5duzykwadrat,0.62176,0.08379,0.134762609,OSAVI,11,30,bounded,polonez,five
POLO5malykwadrat,0.66019,0.03489,0.052848422,OSAVI,11,30,edges,polonez,five
ENRO2duzykwadrat,0.94181,0.02649,0.028126692,SIPI2,11,30,bounded,enrosadira,two
ENRO2malykwadrat,0.94662,0.01604,0.016944497,SIPI2,11,30,edges,enrosadira,two
ENRO3duzykwadrat,0.95067,0.02805,0.029505507,SIPI2,11,30,bounded,enrosadira,three
ENRO3malykwadrat,0.95025,0.01436,0.015111813,SIPI2,11,30,edges,enrosadira,three
ENRO4duzykwadrat,0.94714,0.02631,0.027778364,SIPI2,11,30,bounded,enrosadira,four
ENRO4malykwadrat,0.94908,0.01528,0.016099802,SIPI2,11,30,edges,enrosadira,four
ENRO5duzykwadrat,0.95135,0.02179,0.022904294,SIPI2,11,30,bounded,enrosadira,five
ENRO5malykwadrat,0.95222,0.0131,0.013757325,SIPI2,11,30,edges,enrosadira,five
POLO2duzykwadrat,0.94485,0.02885,0.030533947,SIPI2,11,30,bounded,polonez,two
POLO2malykwadrat,0.94158,0.02461,0.026136919,SIPI2,11,30,edges,polonez,two
POLO3duzykwadrat,0.94342,0.02502,0.026520532,SIPI2,11,30,bounded,polonez,three
POLO3malykwadrat,0.94314,0.01826,0.019360858,SIPI2,11,30,edges,polonez,three
POLO4duzykwadrat,0.94545,0.02577,0.027256862,SIPI2,11,30,bounded,polonez,four
POLO4malykwadrat,0.94546,0.01809,0.019133543,SIPI2,11,30,edges,polonez,four
POLO5duzykwadrat,0.94862,0.02152,0.022685585,SIPI2,11,30,bounded,polonez,five
POLO5malykwadrat,0.94943,0.01507,0.015872682,SIPI2,11,30,edges,polonez,five
ENRO2duzykwadrat,0.75519,0.05232,0.069280578,GNDVI,11,50,bounded,enrosadira,two
ENRO2malykwadrat,0.78629,0.03695,0.04699284,GNDVI,11,50,edges,enrosadira,two
ENRO3duzykwadrat,0.74598,0.07362,0.098688973,GNDVI,11,50,bounded,enrosadira,three
ENRO3malykwadrat,0.80453,0.03229,0.040135234,GNDVI,11,50,edges,enrosadira,three
ENRO4duzykwadrat,0.74955,0.07223,0.096364485,GNDVI,11,50,bounded,enrosadira,four
ENRO4malykwadrat,0.80983,0.03109,0.038390773,GNDVI,11,50,edges,enrosadira,four
ENRO5duzykwadrat,0.77561,0.06021,0.077629221,GNDVI,11,50,bounded,enrosadira,five
ENRO5malykwadrat,0.81411,0.03233,0.039712078,GNDVI,11,50,edges,enrosadira,five
POLO2duzykwadrat,0.72973,0.05594,0.07665849,GNDVI,11,50,bounded,polonez,two
POLO2malykwadrat,0.74248,0.0507,0.068284668,GNDVI,11,50,edges,polonez,two
POLO3duzykwadrat,0.73559,0.06478,0.088065362,GNDVI,11,50,bounded,polonez,three
POLO3malykwadrat,0.76072,0.04139,0.054408981,GNDVI,11,50,edges,polonez,three
POLO4duzykwadrat,0.74321,0.06962,0.093674735,GNDVI,11,50,bounded,polonez,four
POLO4malykwadrat,0.77956,0.04141,0.053119709,GNDVI,11,50,edges,polonez,four
POLO5duzykwadrat,0.76043,0.05955,0.078310956,GNDVI,11,50,bounded,polonez,five
POLO5malykwadrat,0.78835,0.03967,0.050320289,GNDVI,11,50,edges,polonez,five
ENRO2duzykwadrat,0.38208,0.0483,0.126413317,LCI,11,50,bounded,enrosadira,two
ENRO2malykwadrat,0.39759,0.04371,0.109937373,LCI,11,50,edges,enrosadira,two
ENRO3duzykwadrat,0.38294,0.0557,0.145453596,LCI,11,50,bounded,enrosadira,three
ENRO3malykwadrat,0.41853,0.05026,0.120086971,LCI,11,50,edges,enrosadira,three
ENRO4duzykwadrat,0.38814,0.05843,0.150538466,LCI,11,50,bounded,enrosadira,four
ENRO4malykwadrat,0.4341,0.05367,0.123635107,LCI,11,50,edges,enrosadira,four
ENRO5duzykwadrat,0.40326,0.0559,0.138620245,LCI,11,50,bounded,enrosadira,five
ENRO5malykwadrat,0.43744,0.05356,0.122439649,LCI,11,50,edges,enrosadira,five
POLO2duzykwadrat,0.35383,0.05094,0.143967442,LCI,11,50,bounded,polonez,two
POLO2malykwadrat,0.35687,0.04906,0.137473029,LCI,11,50,edges,polonez,two
POLO3duzykwadrat,0.36035,0.05298,0.147023727,LCI,11,50,bounded,polonez,three
POLO3malykwadrat,0.36672,0.04565,0.124481894,LCI,11,50,edges,polonez,three
POLO4duzykwadrat,0.37818,0.05871,0.155243535,LCI,11,50,bounded,polonez,four
POLO4malykwadrat,0.39552,0.052,0.131472492,LCI,11,50,edges,polonez,four
POLO5duzykwadrat,0.38611,0.05351,0.138587449,LCI,11,50,bounded,polonez,five
POLO5malykwadrat,0.403,0.05082,0.126104218,LCI,11,50,edges,polonez,five
ENRO2duzykwadrat,0.7405,0.18817,0.254112086,MCARI,11,50,bounded,enrosadira,two
ENRO2malykwadrat,0.85883,0.09459,0.110138211,MCARI,11,50,edges,enrosadira,two
ENRO3duzykwadrat,0.70449,0.23331,0.331175744,MCARI,11,50,bounded,enrosadira,three
ENRO3malykwadrat,0.88248,0.08369,0.09483501,MCARI,11,50,edges,enrosadira,three
ENRO4duzykwadrat,0.71995,0.22235,0.308840892,MCARI,11,50,bounded,enrosadira,four
ENRO4malykwadrat,0.87407,0.09012,0.10310387,MCARI,11,50,edges,enrosadira,four
ENRO5duzykwadrat,0.79561,0.18818,0.23652292,MCARI,11,50,bounded,enrosadira,five
ENRO5malykwadrat,0.89383,0.0916,0.102480337,MCARI,11,50,edges,enrosadira,five
POLO2duzykwadrat,0.74553,0.19973,0.267903371,MCARI,11,50,bounded,polonez,two
POLO2malykwadrat,0.81137,0.14372,0.177132504,MCARI,11,50,edges,polonez,two
POLO3duzykwadrat,0.72496,0.21673,0.298954425,MCARI,11,50,bounded,polonez,three
POLO3malykwadrat,0.84512,0.13634,0.161326202,MCARI,11,50,edges,polonez,three
POLO4duzykwadrat,0.7029,0.23291,0.331355812,MCARI,11,50,bounded,polonez,four
POLO4malykwadrat,0.86351,0.12117,0.140322637,MCARI,11,50,edges,polonez,four
POLO5duzykwadrat,0.76089,0.21881,0.287571134,MCARI,11,50,bounded,polonez,five
POLO5malykwadrat,0.88886,0.11138,0.125306572,MCARI,11,50,edges,polonez,five
ENRO2duzykwadrat,0.60893,0.14012,0.230108551,MCARI2,11,50,bounded,enrosadira,two
ENRO2malykwadrat,0.69053,0.06755,0.097823411,MCARI2,11,50,edges,enrosadira,two
ENRO3duzykwadrat,0.57726,0.18252,0.316183349,MCARI2,11,50,bounded,enrosadira,three
ENRO3malykwadrat,0.71424,0.04717,0.066042227,MCARI2,11,50,edges,enrosadira,three
ENRO4duzykwadrat,0.58897,0.17449,0.296262968,MCARI2,11,50,bounded,enrosadira,four
ENRO4malykwadrat,0.71634,0.0481,0.067146886,MCARI2,11,50,edges,enrosadira,four
ENRO5duzykwadrat,0.65134,0.14277,0.219194276,MCARI2,11,50,bounded,enrosadira,five
ENRO5malykwadrat,0.73302,0.04644,0.063354342,MCARI2,11,50,edges,enrosadira,five
POLO2duzykwadrat,0.58831,0.14933,0.253828764,MCARI2,11,50,bounded,polonez,two
POLO2malykwadrat,0.63331,0.10368,0.163711295,MCARI2,11,50,edges,polonez,two
POLO3duzykwadrat,0.57754,0.16369,0.283426256,MCARI2,11,50,bounded,polonez,three
POLO3malykwadrat,0.66437,0.09289,0.139816668,MCARI2,11,50,edges,polonez,three
POLO4duzykwadrat,0.56814,0.17974,0.316365685,MCARI2,11,50,bounded,polonez,four
POLO4malykwadrat,0.68659,0.08069,0.11752283,MCARI2,11,50,edges,polonez,four
POLO5duzykwadrat,0.61102,0.16442,0.269091028,MCARI2,11,50,bounded,polonez,five
POLO5malykwadrat,0.70381,0.07246,0.102953922,MCARI2,11,50,edges,polonez,five
ENRO2duzykwadrat,0.26214,0.03974,0.151598383,NDRE,11,50,bounded,enrosadira,two
ENRO2malykwadrat,0.2708,0.03462,0.127843427,NDRE,11,50,edges,enrosadira,two
ENRO3duzykwadrat,0.26699,0.04244,0.158957264,NDRE,11,50,bounded,enrosadira,three
ENRO3malykwadrat,0.28684,0.04077,0.142134988,NDRE,11,50,edges,enrosadira,three
ENRO4duzykwadrat,0.27042,0.04401,0.162746838,NDRE,11,50,bounded,enrosadira,four
ENRO4malykwadrat,0.29985,0.04464,0.148874437,NDRE,11,50,edges,enrosadira,four
ENRO5duzykwadrat,0.27831,0.04353,0.156408322,NDRE,11,50,bounded,enrosadira,five
ENRO5malykwadrat,0.30163,0.04434,0.147001293,NDRE,11,50,edges,enrosadira,five
POLO2duzykwadrat,0.24332,0.04247,0.174543811,NDRE,11,50,bounded,polonez,two
POLO2malykwadrat,0.24262,0.03838,0.158189762,NDRE,11,50,edges,polonez,two
POLO3duzykwadrat,0.24861,0.04153,0.167048791,NDRE,11,50,bounded,polonez,three
POLO3malykwadrat,0.24786,0.0361,0.145646736,NDRE,11,50,edges,polonez,three
POLO4duzykwadrat,0.26402,0.04713,0.178509204,NDRE,11,50,bounded,polonez,four
POLO4malykwadrat,0.27018,0.04172,0.154415575,NDRE,11,50,edges,polonez,four
POLO5duzykwadrat,0.26743,0.04389,0.164117713,NDRE,11,50,bounded,polonez,five
POLO5malykwadrat,0.27571,0.04096,0.148561895,NDRE,11,50,edges,polonez,five
ENRO2duzykwadrat,0.84636,0.06425,0.075913323,NDVI,11,50,bounded,enrosadira,two
ENRO2malykwadrat,0.8694,0.03703,0.042592593,NDVI,11,50,edges,enrosadira,two
ENRO3duzykwadrat,0.82321,0.10533,0.127950341,NDVI,11,50,bounded,enrosadira,three
ENRO3malykwadrat,0.88227,0.0285,0.032303036,NDVI,11,50,edges,enrosadira,three
ENRO4duzykwadrat,0.82839,0.09762,0.117843045,NDVI,11,50,bounded,enrosadira,four
ENRO4malykwadrat,0.88727,0.02725,0.030712185,NDVI,11,50,edges,enrosadira,four
ENRO5duzykwadrat,0.85748,0.07603,0.088666791,NDVI,11,50,bounded,enrosadira,five
ENRO5malykwadrat,0.89294,0.02753,0.030830739,NDVI,11,50,edges,enrosadira,five
POLO2duzykwadrat,0.8169,0.07519,0.09204309,NDVI,11,50,bounded,polonez,two
POLO2malykwadrat,0.83318,0.05517,0.066216184,NDVI,11,50,edges,polonez,two
POLO3duzykwadrat,0.81561,0.08708,0.106766714,NDVI,11,50,bounded,polonez,three
POLO3malykwadrat,0.85113,0.04399,0.051684232,NDVI,11,50,edges,polonez,three
POLO4duzykwadrat,0.81803,0.09104,0.111291762,NDVI,11,50,bounded,polonez,four
POLO4malykwadrat,0.86462,0.04068,0.047049571,NDVI,11,50,edges,polonez,four
POLO5duzykwadrat,0.837,0.07616,0.090991637,NDVI,11,50,bounded,polonez,five
POLO5malykwadrat,0.86981,0.04176,0.048010485,NDVI,11,50,edges,polonez,five
ENRO2duzykwadrat,0.6026,0.07594,0.126020577,OSAVI,11,50,bounded,enrosadira,two
ENRO2malykwadrat,0.64634,0.03331,0.051536343,OSAVI,11,50,edges,enrosadira,two
ENRO3duzykwadrat,0.58158,0.1078,0.185357131,OSAVI,11,50,bounded,enrosadira,three
ENRO3malykwadrat,0.65891,0.02182,0.033115296,OSAVI,11,50,edges,enrosadira,three
ENRO4duzykwadrat,0.58878,0.10083,0.17125242,OSAVI,11,50,bounded,enrosadira,four
ENRO4malykwadrat,0.65997,0.02105,0.031895389,OSAVI,11,50,edges,enrosadira,four
ENRO5duzykwadrat,0.62328,0.07972,0.127903992,OSAVI,11,50,bounded,enrosadira,five
ENRO5malykwadrat,0.66673,0.02047,0.030702083,OSAVI,11,50,edges,enrosadira,five
POLO2duzykwadrat,0.58811,0.08417,0.143119484,OSAVI,11,50,bounded,polonez,two
POLO2malykwadrat,0.61392,0.05517,0.089865129,OSAVI,11,50,edges,polonez,two
POLO3duzykwadrat,0.58323,0.09308,0.159593985,OSAVI,11,50,bounded,polonez,three
POLO3malykwadrat,0.63125,0.04687,0.074249505,OSAVI,11,50,edges,polonez,three
POLO4duzykwadrat,0.57758,0.10384,0.179784619,OSAVI,11,50,bounded,polonez,four
POLO4malykwadrat,0.64342,0.03961,0.061561655,OSAVI,11,50,edges,polonez,four
POLO5duzykwadrat,0.60217,0.09158,0.152083299,OSAVI,11,50,bounded,polonez,five
POLO5malykwadrat,0.65193,0.03585,0.054990566,OSAVI,11,50,edges,polonez,five
ENRO2duzykwadrat,0.93872,0.02498,0.026610704,SIPI2,11,50,bounded,enrosadira,two
ENRO2malykwadrat,0.94639,0.01408,0.014877587,SIPI2,11,50,edges,enrosadira,two
ENRO3duzykwadrat,0.94568,0.02712,0.028677777,SIPI2,11,50,bounded,enrosadira,three
ENRO3malykwadrat,0.951,0.0106,0.011146162,SIPI2,11,50,edges,enrosadira,three
ENRO4duzykwadrat,0.94551,0.02522,0.026673436,SIPI2,11,50,bounded,enrosadira,four
ENRO4malykwadrat,0.95162,0.0111,0.01166432,SIPI2,11,50,edges,enrosadira,four
ENRO5duzykwadrat,0.94612,0.02006,0.021202384,SIPI2,11,50,bounded,enrosadira,five
ENRO5malykwadrat,0.95115,0.01091,0.011470325,SIPI2,11,50,edges,enrosadira,five
POLO2duzykwadrat,0.93878,0.02688,0.028632907,SIPI2,11,50,bounded,polonez,two
POLO2malykwadrat,0.93748,0.02317,0.024715194,SIPI2,11,50,edges,polonez,two
POLO3duzykwadrat,0.94434,0.02388,0.025287502,SIPI2,11,50,bounded,polonez,three
POLO3malykwadrat,0.93961,0.01877,0.019976373,SIPI2,11,50,edges,polonez,three
POLO4duzykwadrat,0.94788,0.02556,0.026965439,SIPI2,11,50,bounded,polonez,four
POLO4malykwadrat,0.94452,0.01569,0.016611612,SIPI2,11,50,edges,polonez,four
POLO5duzykwadrat,0.94853,0.02034,0.021443708,SIPI2,11,50,bounded,polonez,five
POLO5malykwadrat,0.94756,0.0143,0.015091393,SIPI2,11,50,edges,polonez,five
ENRO2duzykwadrat,0.69535,0.09014,0.129632559,GNDVI,2,30,bounded,enrosadira,two
ENRO2malykwadrat,0.734,0.06741,0.091839237,GNDVI,2,30,edges,enrosadira,two
ENRO3duzykwadrat,0.72324,0.07805,0.107917151,GNDVI,2,30,bounded,enrosadira,three
ENRO3malykwadrat,0.75774,0.06293,0.083049595,GNDVI,2,30,edges,enrosadira,three
ENRO4duzykwadrat,0.73986,0.06943,0.093842078,GNDVI,2,30,bounded,enrosadira,four
ENRO4malykwadrat,0.75946,0.0647,0.08519211,GNDVI,2,30,edges,enrosadira,four
ENRO5duzykwadrat,0.72245,0.0874,0.12097723,GNDVI,2,30,bounded,enrosadira,five
ENRO5malykwadrat,0.74891,0.05918,0.079021511,GNDVI,2,30,edges,enrosadira,five
POLO2duzykwadrat,0.69959,0.07282,0.104089538,GNDVI,2,30,bounded,polonez,two
POLO2malykwadrat,0.72172,0.06487,0.089882503,GNDVI,2,30,edges,polonez,two
POLO3duzykwadrat,0.72728,0.06566,0.090281597,GNDVI,2,30,bounded,polonez,three
POLO3malykwadrat,0.74116,0.06354,0.085730477,GNDVI,2,30,edges,polonez,three
POLO4duzykwadrat,0.73643,0.06436,0.087394593,GNDVI,2,30,bounded,polonez,four
POLO4malykwadrat,0.75956,0.0619,0.081494549,GNDVI,2,30,edges,polonez,four
POLO5duzykwadrat,0.73409,0.06698,0.091242218,GNDVI,2,30,bounded,polonez,five
POLO5malykwadrat,0.75689,0.06701,0.08853334,GNDVI,2,30,edges,polonez,five
ENRO2duzykwadrat,0.38165,0.06401,0.167719114,LCI,2,30,bounded,enrosadira,two
ENRO2malykwadrat,0.4013,0.06078,0.151457762,LCI,2,30,edges,enrosadira,two
ENRO3duzykwadrat,0.39916,0.06836,0.171259645,LCI,2,30,bounded,enrosadira,three
ENRO3malykwadrat,0.42196,0.07106,0.168404588,LCI,2,30,edges,enrosadira,three
ENRO4duzykwadrat,0.41767,0.07042,0.168602006,LCI,2,30,bounded,enrosadira,four
ENRO4malykwadrat,0.43199,0.07695,0.178129123,LCI,2,30,edges,enrosadira,four
ENRO5duzykwadrat,0.40989,0.07496,0.182878333,LCI,2,30,bounded,enrosadira,five
ENRO5malykwadrat,0.42505,0.07018,0.165109987,LCI,2,30,edges,enrosadira,five
POLO2duzykwadrat,0.37064,0.05954,0.160641053,LCI,2,30,bounded,polonez,two
POLO2malykwadrat,0.37894,0.06067,0.160104502,LCI,2,30,edges,polonez,two
POLO3duzykwadrat,0.39065,0.06415,0.16421349,LCI,2,30,bounded,polonez,three
POLO3malykwadrat,0.39612,0.06574,0.16595981,LCI,2,30,edges,polonez,three
POLO4duzykwadrat,0.40343,0.06937,0.171950524,LCI,2,30,bounded,polonez,four
POLO4malykwadrat,0.42144,0.07043,0.167117502,LCI,2,30,edges,polonez,four
POLO5duzykwadrat,0.40595,0.07191,0.177140042,LCI,2,30,bounded,polonez,five
POLO5malykwadrat,0.42943,0.07482,0.174230957,LCI,2,30,edges,polonez,five
ENRO2duzykwadrat,0.82336,0.3324,0.403711621,MCARI,2,30,bounded,enrosadira,two
ENRO2malykwadrat,1.01627,0.20212,0.198884155,MCARI,2,30,edges,enrosadira,two
ENRO3duzykwadrat,0.96697,0.30466,0.315066651,MCARI,2,30,bounded,enrosadira,three
ENRO3malykwadrat,1.1175,0.17151,0.15347651,MCARI,2,30,edges,enrosadira,three
ENRO4duzykwadrat,1.05299,0.28083,0.266697689,MCARI,2,30,bounded,enrosadira,four
ENRO4malykwadrat,1.18973,0.14173,0.119127869,MCARI,2,30,edges,enrosadira,four
ENRO5duzykwadrat,1.08359,0.32051,0.295785306,MCARI,2,30,bounded,enrosadira,five
ENRO5malykwadrat,1.26655,0.12287,0.097011567,MCARI,2,30,edges,enrosadira,five
POLO2duzykwadrat,0.85537,0.3039,0.355284847,MCARI,2,30,bounded,polonez,two
POLO2malykwadrat,0.98283,0.20551,0.209100251,MCARI,2,30,edges,polonez,two
POLO3duzykwadrat,0.9427,0.28249,0.299660549,MCARI,2,30,bounded,polonez,three
POLO3malykwadrat,1.06326,0.18053,0.169789139,MCARI,2,30,edges,polonez,three
POLO4duzykwadrat,1.0062,0.27012,0.268455575,MCARI,2,30,bounded,polonez,four
POLO4malykwadrat,1.12669,0.14885,0.132112649,MCARI,2,30,edges,polonez,four
POLO5duzykwadrat,1.06484,0.24052,0.22587431,MCARI,2,30,bounded,polonez,five
POLO5malykwadrat,1.15933,0.12823,0.110606989,MCARI,2,30,edges,polonez,five
ENRO2duzykwadrat,0.64162,0.24004,0.37411552,MCARI2,2,30,bounded,enrosadira,two
ENRO2malykwadrat,0.77285,0.12603,0.163071747,MCARI2,2,30,edges,enrosadira,two
ENRO3duzykwadrat,0.73492,0.20044,0.272737169,MCARI2,2,30,bounded,enrosadira,three
ENRO3malykwadrat,0.83425,0.08606,0.103158526,MCARI2,2,30,edges,enrosadira,three
ENRO4duzykwadrat,0.78391,0.16933,0.21600694,MCARI2,2,30,bounded,enrosadira,four
ENRO4malykwadrat,0.85962,0.06568,0.076405854,MCARI2,2,30,edges,enrosadira,four
ENRO5duzykwadrat,0.78172,0.20916,0.267563834,MCARI2,2,30,bounded,enrosadira,five
ENRO5malykwadrat,0.88456,0.05215,0.058955865,MCARI2,2,30,edges,enrosadira,five
POLO2duzykwadrat,0.65653,0.20806,0.316908595,MCARI2,2,30,bounded,polonez,two
POLO2malykwadrat,0.74023,0.12841,0.17347311,MCARI2,2,30,edges,polonez,two
POLO3duzykwadrat,0.71875,0.18459,0.25682087,MCARI2,2,30,bounded,polonez,three
POLO3malykwadrat,0.7911,0.10964,0.138591834,MCARI2,2,30,edges,polonez,three
POLO4duzykwadrat,0.75416,0.17158,0.227511403,MCARI2,2,30,bounded,polonez,four
POLO4malykwadrat,0.8272,0.08006,0.096784333,MCARI2,2,30,edges,polonez,four
POLO5duzykwadrat,0.78302,0.1489,0.190161171,MCARI2,2,30,bounded,polonez,five
POLO5malykwadrat,0.83972,0.07158,0.0852427,MCARI2,2,30,edges,polonez,five
ENRO2duzykwadrat,0.27049,0.04622,0.170875079,NDRE,2,30,bounded,enrosadira,two
ENRO2malykwadrat,0.27629,0.04763,0.172391328,NDRE,2,30,edges,enrosadira,two
ENRO3duzykwadrat,0.27817,0.0539,0.193766402,NDRE,2,30,bounded,enrosadira,three
ENRO3malykwadrat,0.29052,0.05849,0.201328652,NDRE,2,30,edges,enrosadira,three
ENRO4duzykwadrat,0.29088,0.05736,0.197194719,NDRE,2,30,bounded,enrosadira,four
ENRO4malykwadrat,0.29946,0.06445,0.215220731,NDRE,2,30,edges,enrosadira,four
ENRO5duzykwadrat,0.28779,0.05665,0.196844922,NDRE,2,30,bounded,enrosadira,five
ENRO5malykwadrat,0.29245,0.05888,0.201333561,NDRE,2,30,edges,enrosadira,five
POLO2duzykwadrat,0.25887,0.04847,0.187236837,NDRE,2,30,bounded,polonez,two
POLO2malykwadrat,0.2597,0.04712,0.181440123,NDRE,2,30,edges,polonez,two
POLO3duzykwadrat,0.27096,0.05275,0.194678181,NDRE,2,30,bounded,polonez,three
POLO3malykwadrat,0.27147,0.05226,0.192507459,NDRE,2,30,edges,polonez,three
POLO4duzykwadrat,0.28053,0.05819,0.207428795,NDRE,2,30,bounded,polonez,four
POLO4malykwadrat,0.29132,0.05754,0.19751476,NDRE,2,30,edges,polonez,four
POLO5duzykwadrat,0.28176,0.05897,0.209291596,NDRE,2,30,bounded,polonez,five
POLO5malykwadrat,0.29862,0.06127,0.205177148,NDRE,2,30,edges,polonez,five
ENRO2duzykwadrat,0.79815,0.13972,0.175054814,NDVI,2,30,bounded,enrosadira,two
ENRO2malykwadrat,0.86008,0.06845,0.07958562,NDVI,2,30,edges,enrosadira,two
ENRO3duzykwadrat,0.8432,0.10133,0.12017315,NDVI,2,30,bounded,enrosadira,three
ENRO3malykwadrat,0.88472,0.04235,0.047868252,NDVI,2,30,edges,enrosadira,three
ENRO4duzykwadrat,0.8633,0.07991,0.092563419,NDVI,2,30,bounded,enrosadira,four
ENRO4malykwadrat,0.88644,0.04091,0.046150896,NDVI,2,30,edges,enrosadira,four
ENRO5duzykwadrat,0.84112,0.12591,0.149693266,NDVI,2,30,bounded,enrosadira,five
ENRO5malykwadrat,0.88836,0.03327,0.037451033,NDVI,2,30,edges,enrosadira,five
POLO2duzykwadrat,0.81242,0.10324,0.127077128,NDVI,2,30,bounded,polonez,two
POLO2malykwadrat,0.84443,0.07078,0.083819855,NDVI,2,30,edges,polonez,two
POLO3duzykwadrat,0.84309,0.08108,0.096170041,NDVI,2,30,bounded,polonez,three
POLO3malykwadrat,0.8635,0.05857,0.067828605,NDVI,2,30,edges,polonez,three
POLO4duzykwadrat,0.85379,0.07198,0.084306445,NDVI,2,30,bounded,polonez,four
POLO4malykwadrat,0.87724,0.05076,0.057863299,NDVI,2,30,edges,polonez,four
POLO5duzykwadrat,0.85736,0.07049,0.082217505,NDVI,2,30,bounded,polonez,five
POLO5malykwadrat,0.87681,0.05467,0.062351022,NDVI,2,30,edges,polonez,five
ENRO2duzykwadrat,0.59463,0.13892,0.233624271,OSAVI,2,30,bounded,enrosadira,two
ENRO2malykwadrat,0.66783,0.06583,0.09857299,OSAVI,2,30,edges,enrosadira,two
ENRO3duzykwadrat,0.64571,0.10872,0.168372799,OSAVI,2,30,bounded,enrosadira,three
ENRO3malykwadrat,0.69824,0.04096,0.058661778,OSAVI,2,30,edges,enrosadira,three
ENRO4duzykwadrat,0.67181,0.088,0.130989417,OSAVI,2,30,bounded,enrosadira,four
ENRO4malykwadrat,0.7096,0.0317,0.044673055,OSAVI,2,30,edges,enrosadira,four
ENRO5duzykwadrat,0.66395,0.11959,0.180118985,OSAVI,2,30,bounded,enrosadira,five
ENRO5malykwadrat,0.71891,0.02572,0.035776384,OSAVI,2,30,edges,enrosadira,five
POLO2duzykwadrat,0.60636,0.11586,0.191074609,OSAVI,2,30,bounded,polonez,two
POLO2malykwadrat,0.65217,0.06761,0.103669289,OSAVI,2,30,edges,polonez,two
POLO3duzykwadrat,0.64135,0.0967,0.150775707,OSAVI,2,30,bounded,polonez,three
POLO3malykwadrat,0.67754,0.05577,0.082312483,OSAVI,2,30,edges,polonez,three
POLO4duzykwadrat,0.65874,0.08894,0.135015332,OSAVI,2,30,bounded,polonez,four
POLO4malykwadrat,0.69618,0.04069,0.058447528,OSAVI,2,30,edges,polonez,four
POLO5duzykwadrat,0.67137,0.07714,0.114899385,OSAVI,2,30,bounded,polonez,five
POLO5malykwadrat,0.70034,0.03897,0.055644401,OSAVI,2,30,edges,polonez,five
ENRO2duzykwadrat,0.92565,0.04072,0.043990709,SIPI2,2,30,bounded,enrosadira,two
ENRO2malykwadrat,0.915,0.0296,0.032349727,SIPI2,2,30,edges,enrosadira,two
ENRO3duzykwadrat,0.918,0.03661,0.039880174,SIPI2,2,30,bounded,enrosadira,three
ENRO3malykwadrat,0.9171,0.03093,0.033725875,SIPI2,2,30,edges,enrosadira,three
ENRO4duzykwadrat,0.91753,0.03359,0.036609157,SIPI2,2,30,bounded,enrosadira,four
ENRO4malykwadrat,0.91721,0.03195,0.034833898,SIPI2,2,30,edges,enrosadira,four
ENRO5duzykwadrat,0.91843,0.03817,0.041560054,SIPI2,2,30,bounded,enrosadira,five
ENRO5malykwadrat,0.90893,0.02907,0.031982661,SIPI2,2,30,edges,enrosadira,five
POLO2duzykwadrat,0.91983,0.03543,0.038517987,SIPI2,2,30,bounded,polonez,two
POLO2malykwadrat,0.91539,0.0269,0.029386382,SIPI2,2,30,edges,polonez,two
POLO3duzykwadrat,0.92066,0.03212,0.034888015,SIPI2,2,30,bounded,polonez,three
POLO3malykwadrat,0.91794,0.02818,0.030699174,SIPI2,2,30,edges,polonez,three
POLO4duzykwadrat,0.92092,0.03195,0.034693567,SIPI2,2,30,bounded,polonez,four
POLO4malykwadrat,0.92278,0.02727,0.029552006,SIPI2,2,30,edges,polonez,four
POLO5duzykwadrat,0.91666,0.03164,0.034516615,SIPI2,2,30,bounded,polonez,five
POLO5malykwadrat,0.92097,0.02866,0.031119363,SIPI2,2,30,edges,polonez,five
ENRO2duzykwadrat,0.69223,0.07931,0.114571746,GNDVI,2,50,bounded,enrosadira,two
ENRO2malykwadrat,0.71953,0.06263,0.087042931,GNDVI,2,50,edges,enrosadira,two
ENRO3duzykwadrat,0.72359,0.06821,0.09426609,GNDVI,2,50,bounded,enrosadira,three
ENRO3malykwadrat,0.7524,0.0581,0.077219564,GNDVI,2,50,edges,enrosadira,three
